enrollment_id,student_id,course_id,enrollment_date,completion_status,progress_percent
53858,860,107,2025-01-03,In Progress,37.0
53859,29558,154,2024-10-07,In Progress,50.0
53860,6548,27,2025-11-30,Completed,23.0
53861,17870,37,2024-11-15,Completed,29.0
53862,5229,75,2025-08-21,Completed,12.0
53863,12526,98,2025-04-11,Completed,80.0
53864,22309,185,2024-08-14,Dropped,10.0
53865,8659,117,2025-08-08,Dropped,78.0
53866,3281,60,2025-12-01,Completed,49.0
53867,20670,198,2025-11-19,In Progress,48.0
53868,23489,167,2024-06-04,Completed,64.0
53869,12957,195,2025-10-29,Dropped,69.0
53870,26750,164,2025-07-16,In Progress,4.0
53871,14974,98,2024-11-13,Completed,47.0
53872,5725,56,2025-05-25,Completed,79.0
53873,26072,161,2025-03-24,Completed,43.0
53874,2131,33,2025-05-24,Dropped,96.0
53875,26667,5,2025-02-04,Completed,52.0
53876,6858,5,2024-12-10,Completed,49.0
53877,9508,115,2025-10-24,In Progress,4.0
53878,13175,3,2024-09-24,Completed,41.0
53879,26769,31,2025-06-26,Dropped,69.0
53880,12470,47,2024-02-23,Dropped,18.0
53881,29841,156,2024-12-27,Completed,55.0
53882,1184,133,2024-02-24,Completed,94.0
53883,15248,158,2026-02-08,Dropped,87.0
53884,5427,17,2025-02-19,Completed,14.0
53885,5492,53,2026-01-15,Dropped,54.0
53886,22971,55,2025-05-23,Completed,7.0
53887,767,80,2026-01-29,Completed,46.0
53888,26606,189,2025-10-25,Dropped,1.0
53889,23319,72,2026-01-17,Completed,98.0
53890,22160,160,2025-12-01,Completed,8.0
53891,10784,55,2024-12-05,Completed,68.0
53892,20034,15,2024-12-13,Completed,99.0
53893,7016,79,2025-01-10,Completed,86.0
53894,3910,30,2025-05-03,Dropped,35.0
53895,23242,192,2025-05-25,Completed,4.0
53896,5090,37,2025-05-29,Completed,12.0
53897,24254,104,2024-02-26,Completed,79.0
53898,22942,33,2026-01-27,Completed,96.0
53899,27251,153,2024-03-17,Dropped,70.0
53900,420,3,2024-11-13,In Progress,50.0
53901,16646,18,2025-12-20,Completed,99.0
53902,16173,43,2024-04-27,Completed,56.0
53903,15365,182,2025-07-23,Completed,86.0
53904,14648,135,2025-05-08,Dropped,61.0
53905,29212,46,2024-03-23,Completed,39.0
53906,903,154,2024-07-20,Completed,52.0
53907,13038,149,2025-07-08,In Progress,0.0
53908,7227,60,2024-06-05,Completed,80.0
53909,915,189,2025-07-11,Completed,92.0
53910,15166,10,2026-01-22,Completed,90.0
53911,50,175,2025-04-18,Completed,30.0
53912,7922,84,2025-07-13,Dropped,99.0
53913,2010,98,2025-01-24,In Progress,39.0
53914,16309,167,2024-12-19,Completed,10.0
53915,632,148,2026-01-05,Completed,40.0
53916,17958,87,2024-03-15,Completed,88.0
53917,7911,142,2025-05-23,Dropped,58.0
53918,7569,156,2025-03-29,Dropped,49.0
53919,8915,106,2024-07-12,Completed,39.0
53920,15643,104,2025-01-27,Completed,29.0
53921,2311,4,2024-12-16,Dropped,5.0
53922,8401,34,2025-09-01,Dropped,21.0
53923,17273,124,2024-03-08,In Progress,71.0
53924,22835,154,2024-09-26,Completed,46.0
53925,12652,139,2025-02-28,In Progress,34.0
53926,24679,158,2024-09-14,Dropped,22.0
53927,7660,146,2024-04-23,In Progress,25.0
53928,26577,158,2025-02-28,Completed,16.0
53929,14735,18,2026-02-17,Completed,90.0
53930,6753,186,2025-03-19,In Progress,90.0
53931,23307,75,2024-09-15,Dropped,41.0
53932,16289,66,2025-06-28,Dropped,32.0
53933,4448,19,2025-04-18,Completed,39.0
53934,29933,21,2025-05-24,Dropped,57.0
53935,18524,123,2025-07-15,Dropped,61.0
53936,24447,17,2025-09-30,Completed,77.0
53937,13460,162,2024-12-20,Completed,98.0
53938,29681,79,2025-07-25,In Progress,73.0
53939,11293,124,2024-07-05,Completed,25.0
53940,5136,39,2025-07-07,Completed,29.0
53941,8030,165,2024-03-08,Completed,17.0
53942,18361,84,2024-03-07,Completed,20.0
53943,12494,132,2025-06-17,Dropped,3.0
53944,27429,17,2025-10-25,Dropped,36.0
53945,18253,25,2024-12-15,Completed,70.0
53946,2066,8,2024-08-15,In Progress,86.0
53947,8007,185,2026-01-15,Completed,85.0
53948,18300,118,2025-10-31,Dropped,61.0
53949,8369,105,2025-11-18,Completed,37.0
53950,20107,27,2025-08-11,In Progress,15.0
53951,25017,56,2025-07-23,Dropped,5.0
53952,23249,159,2025-07-06,In Progress,9.0
53953,2579,72,2025-06-11,In Progress,65.0
53954,21574,25,2024-12-11,Dropped,44.0
53955,10868,60,2024-05-22,Dropped,90.0
53956,23506,73,2024-05-04,Dropped,100.0
53957,19253,42,2025-08-19,Dropped,38.0
53958,8714,44,2025-07-14,Completed,7.0
53959,17665,1,2025-06-04,Dropped,4.0
53960,5377,100,2025-09-23,Completed,14.0
53961,23087,112,2025-04-06,Completed,79.0
53962,14331,113,2024-12-25,Completed,94.0
53963,19686,54,2024-04-29,Dropped,64.0
53964,19099,112,2025-05-19,Completed,42.0
53965,29337,183,2025-02-08,Completed,64.0
53966,7386,14,2024-09-17,Dropped,100.0
53967,10855,57,2024-06-30,In Progress,36.0
53968,5002,42,2024-02-21,Completed,93.0
53969,11428,48,2024-04-30,Completed,42.0
53970,22446,68,2025-11-28,Completed,44.0
53971,6536,154,2025-11-15,Dropped,16.0
53972,9185,14,2024-09-13,In Progress,58.0
53973,25534,192,2025-09-28,Completed,47.0
53974,9117,186,2024-05-13,Completed,4.0
53975,24629,168,2024-07-30,Completed,5.0
53976,3042,45,2025-12-06,Completed,25.0
53977,24027,36,2025-11-21,Dropped,38.0
53978,6131,175,2025-09-02,Dropped,15.0
53979,12292,3,2024-03-15,Completed,4.0
53980,1585,186,2025-07-17,Completed,39.0
53981,24176,122,2025-07-14,Completed,81.0
53982,19653,70,2025-02-09,Completed,86.0
53983,25258,21,2026-01-11,Completed,23.0
53984,8822,139,2024-04-16,Completed,74.0
53985,3147,91,2024-04-07,Completed,23.0
53986,18241,183,2024-09-05,In Progress,90.0
53987,20685,142,2025-09-15,Completed,25.0
53988,22100,175,2024-10-14,Dropped,49.0
53989,2594,82,2025-10-27,Completed,
53990,21857,70,2025-10-06,Dropped,95.0
53991,18958,44,2024-06-15,Completed,33.0
53992,11189,169,2025-05-07,Completed,8.0
53993,25932,97,2024-08-14,Dropped,89.0
53994,29899,64,2025-04-17,In Progress,93.0
53995,19201,116,2024-10-15,Completed,12.0
53996,15598,119,2025-11-04,Completed,68.0
53997,776,76,2024-05-10,Completed,68.0
53998,20882,68,2025-08-08,Completed,65.0
53999,10111,178,2024-08-09,Dropped,34.0
54000,21120,182,2024-07-09,In Progress,31.0
54001,735,100,2024-03-09,Completed,65.0
54002,2115,177,2025-12-04,Dropped,0.0
54003,1174,107,2024-10-17,Completed,58.0
54004,29830,64,2025-09-11,In Progress,14.0
54005,13144,79,2026-02-01,Completed,14.0
54006,13723,55,2025-06-02,Completed,57.0
54007,9429,33,2025-10-06,Completed,86.0
54008,9765,168,2025-02-21,Completed,7.0
54009,9717,4,2024-05-15,Completed,99.0
54010,27257,140,2025-02-16,Dropped,85.0
54011,26850,46,2025-10-21,Completed,69.0
54012,23331,85,2025-01-01,Completed,42.0
54013,9599,154,2025-09-07,Completed,77.0
54014,22052,148,2026-01-06,Completed,90.0
54015,26813,114,2025-08-22,Completed,85.0
54016,17626,118,2025-05-01,Dropped,62.0
54017,20225,42,2025-12-09,Dropped,24.0
54018,21680,69,2024-06-13,In Progress,77.0
54019,10451,189,2026-01-17,In Progress,22.0
54020,22234,139,2026-01-08,Completed,72.0
54021,12631,197,2025-10-09,Dropped,80.0
54022,2536,140,2025-06-10,Dropped,89.0
54023,9186,101,2024-10-21,Dropped,15.0
54024,24923,126,2025-07-12,Completed,
54025,26947,64,2024-11-17,Dropped,55.0
54026,4590,150,2024-12-30,Dropped,5.0
54027,9703,15,2025-05-06,Completed,19.0
54028,22605,96,2025-03-08,Completed,26.0
54029,1959,99,2026-01-17,Completed,38.0
54030,25552,68,2025-06-13,Completed,27.0
54031,18435,120,2024-12-02,Dropped,32.0
54032,2586,109,2024-12-23,Completed,90.0
54033,7621,171,2025-11-26,In Progress,46.0
54034,15287,76,2025-01-06,Completed,49.0
54035,3,189,2024-09-26,Dropped,7.0
54036,22328,79,2025-06-17,Completed,53.0
54037,2844,159,2024-10-07,Completed,8.0
54038,18671,99,2025-08-07,Dropped,63.0
54039,1268,176,2024-11-17,Dropped,1.0
54040,2475,160,2024-03-09,Completed,28.0
54041,25118,197,2025-05-07,Dropped,82.0
54042,29015,117,2024-05-18,In Progress,74.0
54043,17810,186,2025-05-07,Completed,42.0
54044,22021,117,2024-11-17,Dropped,87.0
54045,12118,169,2024-11-19,Completed,95.0
54046,10861,31,2025-05-15,Completed,46.0
54047,27453,176,2025-08-04,Completed,91.0
54048,10497,42,2026-01-20,Completed,41.0
54049,26688,14,2025-03-21,Completed,33.0
54050,17115,62,2024-05-06,Dropped,84.0
54051,24718,198,2025-10-18,Completed,
54052,29993,61,2024-06-01,Completed,31.0
54053,2814,59,2025-10-23,In Progress,20.0
54054,5193,44,2024-10-20,In Progress,89.0
54055,17348,177,2025-11-13,Dropped,16.0
54056,25269,132,2024-10-18,Dropped,53.0
54057,7897,28,2024-10-09,Completed,72.0
54058,18847,199,2025-11-22,Dropped,73.0
54059,11386,106,2024-10-28,Completed,68.0
54060,3387,6,2025-02-15,Completed,21.0
54061,6880,106,2025-09-19,Dropped,51.0
54062,2498,184,2025-09-29,Completed,20.0
54063,13040,58,2024-11-25,Completed,97.0
54064,29477,128,2024-11-23,Completed,87.0
54065,2804,92,2025-05-11,Completed,99.0
54066,11826,83,2025-06-25,Completed,28.0
54067,1218,78,2024-12-26,Dropped,30.0
54068,526,110,2024-10-12,In Progress,32.0
54069,7567,13,2025-02-06,Completed,3.0
54070,281,29,2024-04-28,Dropped,1.0
54071,21962,163,2024-10-24,Completed,33.0
54072,19804,41,2024-04-14,In Progress,22.0
54073,3824,189,2025-04-12,In Progress,95.0
54074,27144,2,2025-10-24,Completed,23.0
54075,1722,66,2024-10-19,Dropped,97.0
54076,6522,26,2025-04-08,Completed,16.0
54077,18168,129,2025-11-15,Completed,90.0
54078,25077,165,2025-03-09,Dropped,81.0
54079,13198,110,2025-12-06,Completed,71.0
54080,16468,24,2025-05-15,Completed,93.0
54081,21546,177,2025-08-10,In Progress,33.0
54082,11533,188,2025-04-24,Completed,86.0
54083,15891,112,2024-11-08,Completed,50.0
54084,8226,93,2025-05-20,Completed,64.0
54085,29146,118,2025-10-27,Completed,86.0
54086,12133,38,2025-02-20,Completed,26.0
54087,9390,34,2024-05-29,Completed,20.0
54088,3800,197,2024-02-26,Dropped,28.0
54089,19829,131,2024-05-21,In Progress,61.0
54090,6967,157,2024-05-26,In Progress,50.0
54091,20437,31,2025-03-22,Dropped,25.0
54092,10746,94,2024-12-19,In Progress,90.0
54093,14521,93,2025-10-18,In Progress,74.0
54094,20440,159,2025-11-30,Completed,33.0
54095,12488,88,2025-12-11,Dropped,3.0
54096,15969,105,2025-04-29,Completed,3.0
54097,5253,151,2025-04-04,Completed,28.0
54098,3033,176,2026-02-14,Completed,19.0
54099,5163,166,2024-05-06,Dropped,22.0
54100,4200,122,2024-07-02,Dropped,36.0
54101,13329,181,2025-01-20,Dropped,52.0
54102,15449,177,2024-05-27,Dropped,8.0
54103,20142,113,2025-01-14,Dropped,97.0
54104,22689,162,2024-04-20,Dropped,82.0
54105,25413,88,2025-03-03,Completed,60.0
54106,20239,153,2025-04-16,In Progress,52.0
54107,9770,130,2025-04-19,Dropped,20.0
54108,23439,70,2025-10-02,Completed,18.0
54109,22465,169,2025-05-20,Completed,82.0
54110,6847,186,2025-08-22,Completed,64.0
54111,19512,96,2024-03-11,Completed,91.0
54112,27307,108,2025-01-25,Dropped,18.0
54113,28242,144,2026-01-11,In Progress,37.0
54114,10182,90,2024-04-19,Dropped,
54115,23330,138,2025-12-22,Completed,17.0
54116,5314,4,2025-07-01,Completed,82.0
54117,7633,14,2025-03-19,Completed,37.0
54118,1910,152,2024-07-18,Completed,36.0
54119,8261,103,2025-02-18,Dropped,89.0
54120,26254,87,2024-06-28,In Progress,88.0
54121,17612,8,2024-10-01,Completed,74.0
54122,8004,134,2024-12-28,Dropped,57.0
54123,10537,165,2024-07-07,Completed,97.0
54124,19643,97,2024-05-25,Dropped,60.0
54125,26674,55,2024-09-10,Completed,35.0
54126,20682,128,2025-06-02,In Progress,62.0
54127,16807,100,2025-05-06,Completed,64.0
54128,7326,135,2024-09-22,Dropped,31.0
54129,25903,179,2025-08-03,Dropped,2.0
54130,1150,81,2024-11-11,Completed,20.0
54131,28378,28,2025-04-21,Completed,54.0
54132,20397,38,2024-04-21,Dropped,87.0
54133,23534,54,2025-06-21,Completed,82.0
54134,24889,39,2024-09-30,Dropped,37.0
54135,7044,53,2025-10-16,Dropped,3.0
54136,12550,164,2024-07-13,Dropped,85.0
54137,23439,145,2024-11-05,In Progress,87.0
54138,17005,190,2024-04-11,Dropped,54.0
54139,13229,144,2025-12-06,Completed,85.0
54140,16978,62,2024-03-18,Completed,99.0
54141,27473,34,2024-11-25,Completed,23.0
54142,20924,107,2024-04-09,Completed,55.0
54143,14817,7,2024-05-13,In Progress,44.0
54144,612,135,2024-04-22,Completed,27.0
54145,13145,177,2025-09-14,Completed,4.0
54146,25203,96,2024-04-16,Dropped,48.0
54147,26524,80,2025-05-20,Dropped,17.0
54148,14669,83,2024-04-08,Completed,29.0
54149,26912,26,2025-02-15,Completed,24.0
54150,10160,193,2025-08-01,Dropped,18.0
54151,9619,128,2024-03-08,Completed,75.0
54152,26655,107,2026-02-06,Dropped,67.0
54153,7887,158,2025-10-10,Completed,95.0
54154,27580,171,2024-07-19,Completed,69.0
54155,7724,79,2024-03-02,Completed,42.0
54156,10647,182,2024-06-26,Completed,49.0
54157,13800,67,2024-07-20,Dropped,10.0
54158,14363,148,2025-02-07,Completed,90.0
54159,16886,27,2025-05-23,Dropped,52.0
54160,12929,1,2024-07-09,Dropped,18.0
54161,9366,173,2025-10-08,Dropped,68.0
54162,18312,180,2024-06-03,Completed,12.0
54163,9541,13,2024-08-19,Completed,7.0
54164,14616,63,2025-06-13,In Progress,82.0
54165,20092,161,2025-01-11,In Progress,29.0
54166,3361,63,2024-10-30,Completed,
54167,24460,171,2025-03-24,Completed,34.0
54168,15108,152,2025-04-06,Completed,4.0
54169,12864,75,2025-10-18,In Progress,58.0
54170,7887,197,2025-09-11,Dropped,23.0
54171,19260,128,2025-10-28,Dropped,21.0
54172,13193,127,2026-02-09,In Progress,25.0
54173,1578,112,2024-06-22,Completed,61.0
54174,12085,62,2026-02-16,Completed,85.0
54175,26573,83,2024-12-30,Dropped,47.0
54176,4298,189,2025-05-27,Completed,39.0
54177,6716,193,2025-07-30,Completed,4.0
54178,3434,143,2025-05-19,In Progress,43.0
54179,2425,83,2025-09-09,In Progress,21.0
54180,22593,132,2024-07-01,In Progress,19.0
54181,16918,46,2025-04-29,In Progress,97.0
54182,26902,136,2025-08-15,Dropped,28.0
54183,13786,45,2025-03-01,Completed,66.0
54184,7616,113,2024-03-06,Completed,19.0
54185,3455,26,2024-10-01,Dropped,29.0
54186,21528,100,2024-05-15,In Progress,20.0
54187,11806,18,2025-01-20,In Progress,62.0
54188,28712,28,2024-04-20,In Progress,34.0
54189,11345,197,2024-05-31,Dropped,64.0
54190,3873,100,2025-07-30,Dropped,6.0
54191,23301,179,2026-02-03,Completed,49.0
54192,1506,28,2025-01-11,Completed,37.0
54193,10483,81,2025-05-23,Dropped,76.0
54194,15003,78,2025-05-28,Dropped,36.0
54195,9534,185,2024-04-26,In Progress,66.0
54196,1759,29,2025-11-03,Dropped,5.0
54197,1945,128,2024-03-24,Dropped,65.0
54198,21954,53,2024-06-17,Completed,96.0
54199,17940,79,2024-11-16,Dropped,59.0
54200,28791,195,2024-05-10,In Progress,27.0
54201,23160,131,2026-02-14,Completed,22.0
54202,16171,19,2024-11-05,Completed,49.0
54203,1603,55,2025-02-23,Dropped,68.0
54204,26298,26,2025-05-23,Completed,42.0
54205,18938,39,2025-08-07,Completed,98.0
54206,20905,144,2024-12-10,Dropped,85.0
54207,14568,128,2024-04-03,Dropped,84.0
54208,8768,93,2025-08-22,Dropped,78.0
54209,870,40,2024-11-04,Dropped,64.0
54210,1326,109,2025-09-02,Completed,86.0
54211,22972,91,2025-09-06,Completed,33.0
54212,19176,71,2025-12-15,In Progress,32.0
54213,9402,126,2025-03-29,In Progress,97.0
54214,4248,9,2025-12-02,In Progress,86.0
54215,6051,103,2025-09-04,Dropped,16.0
54216,19991,45,2024-04-11,Completed,5.0
54217,27144,4,2025-05-15,Completed,90.0
54218,20348,190,2025-05-08,Completed,77.0
54219,5334,101,2025-03-22,Completed,75.0
54220,20112,98,2025-12-17,Completed,44.0
54221,24518,71,2024-08-15,Dropped,68.0
54222,5607,196,2024-12-24,Completed,61.0
54223,10173,130,2025-05-13,Dropped,64.0
54224,26477,56,2025-07-11,In Progress,85.0
54225,15348,126,2024-08-06,Completed,71.0
54226,24250,55,2025-07-19,Completed,86.0
54227,27037,155,2024-10-03,Completed,95.0
54228,20223,126,2024-04-30,Dropped,29.0
54229,9535,20,2025-04-07,In Progress,37.0
54230,9882,57,2025-08-27,In Progress,83.0
54231,25481,145,2024-06-30,Dropped,81.0
54232,11667,170,2025-02-18,Completed,86.0
54233,10055,171,2025-10-02,Completed,76.0
54234,4720,179,2024-12-21,Completed,58.0
54235,12057,141,2025-02-18,Completed,5.0
54236,16920,24,2024-05-04,In Progress,68.0
54237,15399,198,2025-01-24,Dropped,83.0
54238,687,90,2024-04-11,In Progress,66.0
54239,20157,124,2026-01-02,Completed,47.0
54240,6757,32,2025-06-18,Dropped,89.0
54241,8930,55,2024-07-21,Completed,61.0
54242,17565,194,2025-12-19,Dropped,84.0
54243,2914,133,2024-11-27,Dropped,0.0
54244,17172,5,2025-06-14,Dropped,52.0
54245,17157,6,2025-06-14,Completed,95.0
54246,24812,84,2025-08-02,Dropped,53.0
54247,14756,34,2025-05-16,Completed,84.0
54248,20958,145,2025-08-02,Completed,45.0
54249,7547,131,2024-07-20,Completed,84.0
54250,16062,183,2024-03-11,Completed,44.0
54251,690,33,2024-06-14,Completed,31.0
54252,7956,73,2024-07-26,In Progress,99.0
54253,14987,70,2026-01-24,Dropped,73.0
54254,21973,137,2024-10-19,Dropped,68.0
54255,5268,104,2025-02-20,Completed,18.0
54256,25350,136,2024-07-21,Completed,18.0
54257,14618,81,2024-06-17,Completed,92.0
54258,24727,119,2025-08-16,In Progress,34.0
54259,29593,25,2025-02-07,Completed,22.0
54260,26077,89,2025-07-10,In Progress,75.0
54261,28676,117,2024-05-10,Dropped,93.0
54262,26459,137,2024-04-28,Completed,5.0
54263,28554,59,2024-07-01,Dropped,29.0
54264,19618,73,2025-12-11,Dropped,23.0
54265,26203,196,2024-10-11,In Progress,79.0
54266,26042,15,2025-03-17,Completed,63.0
54267,11016,17,2025-09-03,Completed,8.0
54268,24702,38,2024-06-15,Completed,2.0
54269,4020,101,2025-10-11,In Progress,16.0
54270,4212,131,2024-11-07,Dropped,65.0
54271,5987,147,2025-12-12,Completed,72.0
54272,2588,189,2024-02-29,In Progress,82.0
54273,19593,149,2024-10-12,Completed,53.0
54274,27636,182,2026-01-11,In Progress,81.0
54275,15010,54,2025-10-03,Dropped,49.0
54276,10427,129,2025-11-17,In Progress,92.0
54277,7646,18,2024-03-03,Dropped,0.0
54278,3473,160,2025-06-01,Dropped,10.0
54279,21884,194,2024-03-01,Dropped,37.0
54280,20513,64,2024-11-16,Dropped,73.0
54281,14136,67,2024-07-07,Dropped,80.0
54282,23357,60,2025-04-25,Completed,87.0
54283,5085,7,2025-03-14,Completed,67.0
54284,10097,150,2025-12-01,Completed,31.0
54285,23333,166,2024-11-23,Dropped,49.0
54286,2061,72,2025-08-20,Dropped,37.0
54287,7464,99,2024-08-20,Dropped,11.0
54288,19710,68,2024-11-12,Completed,29.0
54289,4455,107,2025-08-06,In Progress,58.0
54290,823,21,2024-09-28,Completed,98.0
54291,18446,165,2024-08-10,Dropped,8.0
54292,27912,173,2024-08-05,Completed,29.0
54293,24736,58,2025-03-30,Dropped,89.0
54294,17291,170,2024-11-04,Dropped,33.0
54295,19171,175,2025-12-08,Completed,89.0
54296,14002,69,2026-02-17,Dropped,11.0
54297,26277,33,2025-02-25,Dropped,4.0
54298,14789,60,2025-10-16,In Progress,91.0
54299,27290,132,2025-07-06,Completed,38.0
54300,6942,69,2025-12-31,Completed,64.0
54301,4429,109,2024-10-02,In Progress,96.0
54302,1574,53,2025-11-24,Dropped,43.0
54303,11249,67,2024-04-26,Completed,8.0
54304,10344,183,2024-12-30,Completed,44.0
54305,12443,85,2024-12-13,Completed,67.0
54306,28753,70,2024-11-18,Dropped,8.0
54307,3251,75,2024-07-13,In Progress,43.0
54308,29071,8,2025-12-28,Dropped,26.0
54309,1342,181,2025-12-13,Dropped,50.0
54310,21089,92,2025-09-07,Completed,27.0
54311,2078,193,2025-01-13,Completed,90.0
54312,13472,181,2025-02-28,Dropped,57.0
54313,4530,116,2025-11-08,Dropped,67.0
54314,17415,26,2024-11-20,Dropped,28.0
54315,18215,96,2024-12-28,In Progress,55.0
54316,5565,68,2025-04-12,Completed,34.0
54317,17168,152,2024-05-22,Dropped,6.0
54318,25291,107,2025-07-22,Completed,2.0
54319,5029,47,2024-10-30,Completed,6.0
54320,23861,24,2024-05-15,Completed,58.0
54321,8782,47,2025-04-24,Completed,25.0
54322,19095,159,2025-10-11,Completed,90.0
54323,21882,58,2024-08-11,In Progress,71.0
54324,8379,73,2025-02-07,Completed,0.0
54325,7519,177,2026-02-19,In Progress,22.0
54326,9244,58,2024-07-19,Completed,29.0
54327,16874,179,2025-10-24,Dropped,33.0
54328,11205,15,2024-05-28,Dropped,20.0
54329,23550,157,2025-10-24,Completed,91.0
54330,9560,74,2024-07-27,Dropped,47.0
54331,4787,194,2025-09-03,In Progress,2.0
54332,18130,78,2025-12-29,Completed,24.0
54333,27844,169,2024-03-31,Completed,0.0
54334,28887,80,2025-05-26,Completed,30.0
54335,7881,59,2024-03-08,Dropped,44.0
54336,6259,68,2025-04-24,Completed,47.0
54337,4899,30,2025-02-11,Completed,90.0
54338,25739,104,2026-01-13,Dropped,56.0
54339,28359,8,2025-12-24,In Progress,42.0
54340,13841,100,2025-08-30,Completed,50.0
54341,5175,62,2024-10-01,Completed,85.0
54342,25170,15,2025-07-20,In Progress,67.0
54343,2586,62,2024-03-23,Dropped,60.0
54344,16943,50,2024-06-26,Completed,26.0
54345,25086,80,2024-10-29,In Progress,76.0
54346,19953,111,2025-07-06,In Progress,45.0
54347,3610,79,2024-03-03,Dropped,0.0
54348,313,39,2025-03-10,In Progress,96.0
54349,7377,103,2025-03-07,Completed,54.0
54350,19576,1,2024-07-26,In Progress,22.0
54351,11486,131,2025-08-23,Dropped,88.0
54352,20047,53,2025-05-17,Completed,5.0
54353,14839,17,2024-08-20,Completed,19.0
54354,18352,183,2024-06-25,Completed,99.0
54355,12058,126,2025-07-01,Dropped,68.0
54356,7209,140,2025-02-10,Dropped,93.0
54357,13980,113,2024-03-17,Completed,44.0
54358,22517,99,2025-06-05,Dropped,10.0
54359,26625,119,2024-05-13,Completed,98.0
54360,1792,2,2024-09-06,Completed,89.0
54361,28706,35,2024-04-08,In Progress,98.0
54362,13158,155,2024-06-07,Completed,47.0
54363,27049,186,2025-12-09,Completed,39.0
54364,24408,147,2025-11-30,Completed,74.0
54365,4050,148,2024-06-02,Completed,95.0
54366,29761,75,2025-05-29,Completed,52.0
54367,14079,156,2024-04-10,Completed,93.0
54368,17994,145,2025-03-07,Completed,58.0
54369,4612,140,2024-10-01,Completed,73.0
54370,5055,197,2024-09-06,Completed,20.0
54371,13333,167,2024-09-01,In Progress,31.0
54372,13120,154,2025-08-20,Completed,10.0
54373,15206,104,2025-08-16,Dropped,32.0
54374,10484,66,2024-04-15,In Progress,54.0
54375,13381,199,2025-07-06,Completed,38.0
54376,6095,140,2025-02-13,Completed,69.0
54377,29592,24,2024-09-16,Completed,35.0
54378,9738,85,2024-04-26,Completed,5.0
54379,26211,192,2024-05-13,Completed,36.0
54380,15825,45,2024-12-30,Completed,39.0
54381,8224,156,2024-04-20,Completed,67.0
54382,2633,37,2025-10-23,Dropped,88.0
54383,18847,193,2024-07-01,Completed,65.0
54384,6377,198,2024-06-22,Dropped,49.0
54385,4495,128,2026-02-02,Completed,3.0
54386,7346,119,2026-02-07,Completed,14.0
54387,23043,132,2024-11-11,Dropped,16.0
54388,104,104,2024-08-14,Dropped,23.0
54389,6179,58,2025-07-13,Completed,37.0
54390,627,170,2024-05-28,Completed,27.0
54391,6454,62,2025-12-27,Dropped,20.0
54392,27478,13,2024-07-28,Completed,87.0
54393,15472,147,2024-08-15,Completed,9.0
54394,10951,85,2025-12-19,Completed,73.0
54395,23290,61,2026-02-07,Dropped,72.0
54396,15461,125,2025-11-09,Completed,82.0
54397,26010,6,2025-02-07,Dropped,82.0
54398,29267,18,2024-07-10,Completed,16.0
54399,19678,131,2024-06-01,In Progress,12.0
54400,7522,40,2024-12-01,In Progress,44.0
54401,5923,34,2025-07-13,Dropped,0.0
54402,12956,198,2025-01-08,Dropped,10.0
54403,16125,34,2025-07-02,Dropped,
54404,7906,45,2025-05-05,Completed,66.0
54405,22768,66,2025-07-22,Dropped,16.0
54406,3697,95,2024-11-29,Completed,70.0
54407,16763,97,2025-07-28,Completed,81.0
54408,19600,43,2024-07-06,Completed,39.0
54409,28592,126,2024-04-07,In Progress,9.0
54410,20723,52,2025-12-25,In Progress,68.0
54411,10720,2,2025-01-21,In Progress,70.0
54412,3921,8,2026-02-01,Dropped,38.0
54413,11608,132,2026-01-02,In Progress,74.0
54414,16453,193,2026-02-12,Completed,41.0
54415,17100,126,2025-07-22,Dropped,43.0
54416,2966,59,2025-01-07,Completed,52.0
54417,13324,65,2024-04-22,In Progress,84.0
54418,13405,128,2026-01-21,Completed,69.0
54419,3642,29,2024-12-01,In Progress,27.0
54420,27111,44,2025-02-02,Completed,21.0
54421,23335,38,2025-06-04,Dropped,24.0
54422,17828,146,2025-11-23,Dropped,3.0
54423,21254,139,2026-01-31,Dropped,72.0
54424,21168,5,2025-10-06,Dropped,44.0
54425,27656,189,2025-12-25,Dropped,50.0
54426,24646,135,2025-07-05,In Progress,57.0
54427,5687,187,2025-12-20,Completed,19.0
54428,25950,181,2024-03-31,Dropped,83.0
54429,6205,37,2024-06-26,Dropped,61.0
54430,19710,189,2025-08-13,Dropped,82.0
54431,2387,163,2025-10-11,Completed,3.0
54432,7006,161,2024-02-22,Completed,36.0
54433,22489,145,2025-12-04,Completed,54.0
54434,20362,60,2025-01-20,Completed,
54435,2352,175,2024-04-29,In Progress,66.0
54436,15682,195,2025-09-10,In Progress,68.0
54437,10094,145,2025-09-17,In Progress,0.0
54438,2667,103,2024-12-07,Completed,63.0
54439,7320,77,2025-03-24,Completed,45.0
54440,5496,3,2025-10-22,Completed,62.0
54441,6428,165,2025-06-30,Dropped,23.0
54442,11298,174,2024-09-11,Completed,15.0
54443,15673,198,2025-05-01,Dropped,93.0
54444,11843,162,2025-03-04,Dropped,90.0
54445,16666,99,2025-02-01,Completed,25.0
54446,10943,39,2025-11-26,In Progress,35.0
54447,8854,12,2024-07-01,Completed,90.0
54448,8672,156,2024-10-31,Completed,44.0
54449,6763,167,2024-11-09,Completed,65.0
54450,7076,194,2024-04-22,Completed,65.0
54451,21710,167,2024-11-20,Dropped,35.0
54452,8741,113,2025-10-26,Completed,54.0
54453,8835,166,2024-04-14,Dropped,61.0
